Filename,FileURL,Maximum Intensity,Weighted pattern R-factor (R_wp),Goodness of Fit,Calcite phase present,Calcite unit-cell length a,Calcite unit-cell length b,Calcite unit-cell length c,Calcite unit-cell angle alpha,Calcite unit-cell angle beta,Calcite unit-cell angle gamma,Calcite weight percentage,Vaterite phase present,Vaterite unit-cell length a,Vaterite unit-cell length b,Vaterite unit-cell length c,Vaterite unit-cell angle alpha,Vaterite unit-cell angle beta,Vaterite unit-cell angle gamma,Vaterite weight percentage,Additive - label,Additive - concentration,Additive - ChEBI URL,Additive - ChEBI molecule class URLs,Additive - ChEBI molecule class names,Additive - name,Additive - IUPAC name,Additive - formula,Additive - mass,Additive - canonical SMILES,Additive - standard InChI,Additive - standard InChIKey,Additive – pKa (COOH group),Additive – pKb (NH2 group),Additive – pKc (other group),Additive – pI
578665-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/h2tm2-pd694/files/578665-mythen_summed.xye/content,1329508.01,5.95358,6.98457,TRUE,4.99557,4.99557,17.06169,90,90,120,78.79365,TRUE,4.12843,4.12843,8.47068,90,90,120,21.20635,Ala,1,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578823-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/yz7ed-h0k65/files/578823-mythen_summed.xye/content,1690791.6,5.81115,6.91179,TRUE,4.99611,4.99611,17.05593,90,90,120,100,FALSE,,,,90,90,120,0,Ala,0,,,,,,,,,,,2.33,9.71,,6
578824-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/kf2wj-jc017/files/578824-mythen_summed.xye/content,1815816.4187579998,6.00868,7.39814,TRUE,4.99723,4.99723,17.05433,90,90,120,79.09707,TRUE,4.12753,4.12753,8.47169,90,90,120,20.90293,Ala,0.25,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578825-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/07fxj-7k382/files/578825-mythen_summed.xye/content,2035545.83,7.33382,8.83391,TRUE,4.9942,4.9942,17.06413,90,90,120,89.85225,TRUE,4.12809,4.12809,8.46979,90,90,120,10.14775,Ala,0.5,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578826-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/1vgw7-qee76/files/578826-mythen_summed.xye/content,777753.9,5.10062,5.95387,TRUE,4.99673,4.99673,17.06329,90,90,120,53.07133,TRUE,4.12783,4.12783,8.47336,90,90,120,46.92867,Ala,0.75,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578828-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/a2zbs-ark12/files/578828-mythen_summed.xye/content,1371181.21,6.04495,7.28818,TRUE,4.99538,4.99538,17.06584,90,90,120,65.70402,TRUE,4.12746,4.12746,8.47305,90,90,120,34.29598,Ala,1,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578829-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/rwaqh-wda46/files/578829-mythen_summed.xye/content,855356.2334609999,5.31432,6.22877,TRUE,4.99633,4.99633,17.07117,90,90,120,56.60706,TRUE,4.12757,4.12757,8.47378,90,90,120,43.39294,Ala,1.25,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578830-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/jeh78-zcp70/files/578830-mythen_summed.xye/content,1573056.85,5.87196,7.106,TRUE,4.99445,4.99445,17.08547,90,90,120,81.29081,TRUE,4.12713,4.12713,8.47404,90,90,120,18.70919,Ala,1.5,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578831-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/6e654-0ny70/files/578831-mythen_summed.xye/content,1156885.52,5.1447,6.16303,TRUE,4.99564,4.99564,17.07197,90,90,120,66.61457,TRUE,4.12713,4.12713,8.47382,90,90,120,33.38543,Ala,1.75,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578832-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/b7mxz-z6f53/files/578832-mythen_summed.xye/content,1124359.79,5.7018,6.78353,TRUE,4.99606,4.99606,17.07928,90,90,120,68.28382,TRUE,4.12724,4.12724,8.47497,90,90,120,31.71618,Ala,2,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579038-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/mmvgp-7b269/files/579038-mythen_summed.xye/content,1394627.48,5.53413,6.42511,TRUE,4.99771,4.99771,17.05632,90,90,120,95.44309,TRUE,4.12955,4.12955,8.46824,90,90,120,4.55691,Ala,0,,,,,,,,,,,2.33,9.71,,6
579039-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/7sgk3-2b076/files/579039-mythen_summed.xye/content,1454460.22,6.02997,7.3807,TRUE,4.99551,4.99551,17.05938,90,90,120,68.64611,TRUE,4.1286,4.1286,8.46844,90,90,120,31.35389,Ala,0.25,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579040-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/92fnb-c7312/files/579040-mythen_summed.xye/content,1119861.76,5.61559,6.81816,TRUE,4.99544,4.99544,17.06319,90,90,120,56.6592,TRUE,4.12867,4.12867,8.46897,90,90,120,43.3408,Ala,0.5,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579041-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/5yygv-y0q19/files/579041-mythen_summed.xye/content,626262.99,5.65518,6.86607,TRUE,4.99499,4.99499,17.06732,90,90,120,34.76305,TRUE,4.12847,4.12847,8.46965,90,90,120,65.23695,Ala,0.75,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579042-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/dxs96-a6p71/files/579042-mythen_summed.xye/content,398443.44,6.1199,7.42893,TRUE,4.99506,4.99506,17.06942,90,90,120,21.52051,TRUE,4.12904,4.12904,8.46943,90,90,120,78.47949,Ala,1,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579043-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/640qq-v6919/files/579043-mythen_summed.xye/content,941915.5,5.85329,6.85476,TRUE,4.99363,4.99363,17.06395,90,90,120,58.39455,TRUE,4.12911,4.12911,8.46891,90,90,120,41.60545,Ala,1.25,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579044-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/5q8qp-gas31/files/579044-mythen_summed.xye/content,475950.57300200005,6.1323,7.53259,TRUE,4.99462,4.99462,17.07414,90,90,120,26.13366,TRUE,4.1287,4.1287,8.47007,90,90,120,73.86634,Ala,1.5,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579045-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/v6npc-arz54/files/579045-mythen_summed.xye/content,424829.37809699995,5.51448,6.46566,TRUE,4.99537,4.99537,17.06823,90,90,120,30.34126,TRUE,4.12916,4.12916,8.47032,90,90,120,69.65874,Ala,1.75,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579046-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/64j0s-0fm52/files/579046-mythen_summed.xye/content,1863949.1136639998,6.03767,7.38574,TRUE,4.99739,4.99739,17.0539,90,90,120,87.13624,TRUE,4.1289,4.1289,8.46718,90,90,120,12.86376,Ala,2,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579177-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/8yyby-amr38/files/579177-mythen_summed.xye/content,1377048.22,7.32052,8.52237,TRUE,4.99386,4.99386,17.06151,90,90,120,84.65076,TRUE,4.12899,4.12899,8.46748,90,90,120,15.34924,Ala,0,,,,,,,,,,,2.33,9.71,,6
579178-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/a3ned-nj621/files/579178-mythen_summed.xye/content,1234615.9431709999,6.41671,7.55667,TRUE,4.99237,4.99237,17.0656,90,90,120,69.58409,TRUE,4.12869,4.12869,8.46834,90,90,120,30.41591,Ala,0.25,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579179-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/fkz21-sr225/files/579179-mythen_summed.xye/content,473087.51,4.18492,4.76291,TRUE,4.99248,4.99248,17.06801,90,90,120,42.82781,TRUE,4.12808,4.12808,8.46986,90,90,120,57.17219,Ala,0.5,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579180-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/r8wv8-zeq82/files/579180-mythen_summed.xye/content,390729.15,3.94624,4.44989,TRUE,4.99377,4.99377,17.0663,90,90,120,36.007,TRUE,4.12858,4.12858,8.46881,90,90,120,63.993,Ala,0.75,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579182-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/baqst-qgr79/files/579182-mythen_summed.xye/content,248612.59,2.66352,2.76376,TRUE,4.99321,4.99321,17.0733,90,90,120,100,FALSE,,,,90,90,120,0,Ala,1,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579183-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/x546y-1b296/files/579183-mythen_summed.xye/content,2109570.63,6.91621,8.55645,TRUE,4.99059,4.99059,17.07537,90,90,120,95.04644,TRUE,4.12861,4.12861,8.46775,90,90,120,4.95356,Ala,1.25,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579185-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/76rh3-5zm60/files/579185-mythen_summed.xye/content,610930.73,4.78013,5.37872,TRUE,4.99473,4.99473,17.06121,90,90,120,56.37682,TRUE,4.12929,4.12929,8.46897,90,90,120,43.62318,Ala,1.75,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
579186-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/y6crk-8hc39/files/579186-mythen_summed.xye/content,372929.04,5.47834,6.42294,TRUE,4.99321,4.99321,17.07737,90,90,120,27.30058,TRUE,4.12908,4.12908,8.47071,90,90,120,72.69942,Ala,2,https://www.ebi.ac.uk/chebi/CHEBI:16977,"[https://www.ebi.ac.uk/chebi/CHEBI:16449, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:15705]","[alanine, proteinogenic amino acid, pyruvate family amino acid, L-Î±-amino acid]",,L-alanine,C3H7NO2,89.094,C[C@H](N)C(=O)O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,2.33,9.71,,6
578603-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/c2a33-svb94/files/578603-mythen_summed.xye/content,662011.2297329999,3.80312,4.20324,TRUE,4.99794,4.99794,17.05265,90,90,120,77.14575,TRUE,4.12792,4.12792,8.47051,90,90,120,22.85425,Arg,0,,,,,,,,,,,2.03,9,12.1,10.76
578604-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/v8db0-kam53/files/578604-mythen_summed.xye/content,968945.56,5.04354,5.99869,TRUE,4.9986,4.9986,17.05323,90,90,120,55.15117,TRUE,4.12645,4.12645,8.47507,90,90,120,44.84883,Arg,0.25,https://www.ebi.ac.uk/chebi/CHEBI:16467,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:29016]","[L-Î±-amino acid, glutamine family amino acid, arginine]",,L-arginine,C6H14N4O2,174.204,N=C(N)NCCC[C@H](N)C(=O)O,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",ODKSFYDXXFIFQN-BYPYZUCNSA-N,2.03,9,12.1,10.76
578605-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/q0drt-kh107/files/578605-mythen_summed.xye/content,1320778.59,4.93743,5.77695,TRUE,4.99864,4.99864,17.05164,90,90,120,89.34754,TRUE,4.12486,4.12486,8.47629,90,90,120,10.65246,Arg,0.5,https://www.ebi.ac.uk/chebi/CHEBI:16467,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:29016]","[L-Î±-amino acid, glutamine family amino acid, arginine]",,L-arginine,C6H14N4O2,174.204,N=C(N)NCCC[C@H](N)C(=O)O,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",ODKSFYDXXFIFQN-BYPYZUCNSA-N,2.03,9,12.1,10.76
578606-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/78bes-ecw10/files/578606-mythen_summed.xye/content,438158.26184000005,3.35433,3.68779,TRUE,4.99802,4.99802,17.05598,90,90,120,61.57647,TRUE,4.12869,4.12869,8.47002,90,90,120,38.42353,Arg,0.75,https://www.ebi.ac.uk/chebi/CHEBI:16467,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:29016]","[L-Î±-amino acid, glutamine family amino acid, arginine]",,L-arginine,C6H14N4O2,174.204,N=C(N)NCCC[C@H](N)C(=O)O,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",ODKSFYDXXFIFQN-BYPYZUCNSA-N,2.03,9,12.1,10.76
578607-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/30c18-0js44/files/578607-mythen_summed.xye/content,1966103.07,6.76336,8.11042,TRUE,4.99724,4.99724,17.05535,90,90,120,92.13962,TRUE,4.12505,4.12505,8.47755,90,90,120,7.86038,Arg,1,https://www.ebi.ac.uk/chebi/CHEBI:16467,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:29016]","[L-Î±-amino acid, glutamine family amino acid, arginine]",,L-arginine,C6H14N4O2,174.204,N=C(N)NCCC[C@H](N)C(=O)O,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",ODKSFYDXXFIFQN-BYPYZUCNSA-N,2.03,9,12.1,10.76
