Filename,r_wp,gof,bkg_scale,degree_of_crystallinity,Calcite_a,Calcite_a_err,Calcite_b,Calcite_b_err,Calcite_c,Calcite_c_err,Calcite_al,Calcite_be,Calcite_ga,Calcite_Strain_G,Calcite_Strain_L,Calcite_scale,Calcite_wp,Calcite_cabeq,Calcite_cbeq,Calcite_obeq,Vaterite_a,Vaterite_a_err,Vaterite_b,Vaterite_b_err,Vaterite_c,Vaterite_c_err,Vaterite_al,Vaterite_be,Vaterite_ga,Vaterite_strain_g,Vaterite_strain_l,Vaterite_scale,Vaterite_wp,Vaterite_cabeq,Vaterite_cbeq,Vaterite_obeq,Additive,Additive:Ca ions,Calcite Phase Out,Vaterite Phase Out,Amorphous,ycalc,yobs,Model to Use,degree_of_crystallinity_zscore_Additive,degree_of_crystallinity_zscore_vs_Control,degree_of_crystallinity_zscore_vs_AllAdditives,Calcite_a_zscore_Additive,Calcite_a_zscore_vs_Control,Calcite_a_zscore_vs_AllAdditives,Calcite_c_zscore_Additive,Calcite_c_zscore_vs_Control,Calcite_c_zscore_vs_AllAdditives,Vaterite_a_zscore_Additive,Vaterite_a_zscore_vs_Control,Vaterite_a_zscore_vs_AllAdditives,Vaterite_c_zscore_Additive,Vaterite_c_zscore_vs_Control,Vaterite_c_zscore_vs_AllAdditives,Calcite_wp_zscore_Additive,Calcite_wp_zscore_vs_Control,Calcite_wp_zscore_vs_AllAdditives,Vaterite_wp_zscore_Additive,Vaterite_wp_zscore_vs_Control,Vaterite_wp_zscore_vs_AllAdditives
578598-mythen_summed.xye,5.71016,6.74723,0.9299,60.32118,4.99244,4e-05,4.99244,4e-05,17.09243,0.00017,90.0,90.0,120.0,0.08401,0.11488,0.00187,21.07178,1.16091,0.66757,1.14114,4.12477,8e-05,4.12477,8e-05,8.47832,0.00036,90.0,90.0,120.0,0.34962,1.32458,0.06228,78.92822,0.36682,1e-05,0.257,Glu,0.35,578598-mythen_summed_a_phase_out.txt,578598-mythen_summed_b_phase_out.txt,578598-mythen_summed_amor_phase_out.txt,578598-mythen_summed_ycalc.txt,578598-mythen_summed_yobs.txt,Both,0.7901781023127328,0.015571200887336349,0.22244578500406886,-0.8618761307988927,-1.9563051668669682,-1.3215055991693898,0.6662002815452964,7.825781571314131,1.9922103030945515,-1.6566416051820176,-2.362011506037605,-2.3190371986720053,1.6360966797323266,2.6088512774973007,1.710010006530913,-1.0058549313920355,-2.1216304032060505,-1.164646671144385,1.0058549313920349,2.121630403206051,1.1646466711443846
578599-mythen_summed.xye,6.01096,7.33406,0.90553,57.08204,4.99179,2e-05,4.99179,2e-05,17.09785,0.0001,90.0,90.0,120.0,0.08815,0.0726,0.00342,31.57765,1.17662,0.84318,1.252,4.12652,7e-05,4.12652,7e-05,8.47494,0.00029,90.0,90.0,120.0,0.38142,1.03098,0.06601,68.42235,0.48385,0.0,0.41473,Glu,0.4,578599-mythen_summed_a_phase_out.txt,578599-mythen_summed_b_phase_out.txt,578599-mythen_summed_amor_phase_out.txt,578599-mythen_summed_ycalc.txt,578599-mythen_summed_yobs.txt,Both,-0.16477384834616415,-0.8940183061858309,-0.34553640011471154,-1.2893433088559227,-2.29892863515119,-1.6468583701622819,1.0062096952020756,9.046829449538484,2.4649873097471127,-0.39128060858105923,-0.8676776960951217,-0.859265205380235,0.493465844309444,1.2477227764959224,0.7011584985472233,-0.5929467517073149,-1.714134230123025,-0.8258138924573367,0.5929467517073141,1.7141342301230251,0.8258138924573362
578600-mythen_summed.xye,4.93638,6.03818,0.90992,54.81142,4.99145,1e-05,4.99145,1e-05,17.09605,5e-05,90.0,90.0,120.0,0.00012,0.10683,0.00821,78.53536,1.09638,0.93551,1.32728,4.12639,0.00014,4.12639,0.00014,8.4745,0.00057,90.0,90.0,120.0,0.63849,0.89523,0.01998,21.46464,0.07177,9e-05,0.00237,Glu,0.45,578600-mythen_summed_a_phase_out.txt,578600-mythen_summed_b_phase_out.txt,578600-mythen_summed_amor_phase_out.txt,578600-mythen_summed_ycalc.txt,578600-mythen_summed_yobs.txt,Both,-0.8341901126030675,-1.531635737525778,-0.7436889063893419,-1.5129415250699918,-2.4781470647149417,-1.8170428965275074,0.893291439744163,8.64131539403983,2.307976495729738,-0.48527885404311993,-0.9786853505483168,-0.9677054105965126,0.34472100182858256,1.0705344509220451,0.5698287164430353,1.2526141164799938,0.10723678643652904,0.6886548150443367,-1.2526141164799947,-0.10723678643652876,-0.6886548150443369
578767-mythen_summed.xye,5.65227,6.85639,0.84861,56.58602,4.99774,2e-05,4.99774,2e-05,17.05573,9e-05,90.0,90.0,120.0,0.12046,0.06892,0.00398,30.933,1.2123,0.83129,1.21002,4.1278,6e-05,4.1278,6e-05,8.47208,0.00024,90.0,90.0,120.0,0.6455,0.84377,0.0791,69.067,1.05673,0.0,1.09437,Glu,0.0,578767-mythen_summed_a_phase_out.txt,578767-mythen_summed_b_phase_out.txt,578767-mythen_summed_amor_phase_out.txt,578767-mythen_summed_ycalc.txt,578767-mythen_summed_yobs.txt,Both,-0.3110087337064226,-1.0333066936276931,-0.43251335185579665,2.6236254748955425,0.8373938822186818,1.3313708412331666,-1.6360774825140587,-0.44219944913350906,-1.2090657382608148,0.5342405775036626,0.22532074774787314,0.20845373828396765,-0.4733756318176568,0.09599866026393186,-0.152485085131324,-0.618283183438695,-1.7391385760722868,-0.8466049883666337,0.6182831834386944,1.739138576072287,0.8466049883666331
578768-mythen_summed.xye,6.63849,8.23713,0.84265,58.71815,4.99432,1e-05,4.99432,1e-05,17.07524,5e-05,90.0,90.0,120.0,0.10591,0.03793,0.00895,63.67452,1.0323,1.01454,1.33526,4.12769,9e-05,4.12769,9e-05,8.47294,0.00039,90.0,90.0,120.0,0.46798,0.87576,0.04544,36.32548,0.82979,0.0,0.79166,Glu,0.1,578768-mythen_summed_a_phase_out.txt,578768-mythen_summed_b_phase_out.txt,578768-mythen_summed_amor_phase_out.txt,578768-mythen_summed_ycalc.txt,578768-mythen_summed_yobs.txt,Both,0.31757839206102123,-0.43457892152895217,-0.0586450237324961,0.3744904765039421,-0.9653326739838342,-0.38048527691346246,-0.4121690580781139,3.9531223413007583,0.49275702922814446,0.45470360057491827,0.13139119398060164,0.11669664156329985,-0.18264707605936373,0.44232129661316644,0.1042049435270785,0.66854422098482,-0.4691776779342607,0.2093665970458618,-0.6685442209848207,0.4691776779342611,-0.209366597045862
578769-mythen_summed.xye,5.93838,7.37381,0.87971,56.00106,4.99384,1e-05,4.99384,1e-05,17.08824,6e-05,90.0,90.0,120.0,0.10222,0.03373,0.0053,41.28267,1.16532,0.91038,1.33005,4.12687,6e-05,4.12687,6e-05,8.4744,0.00028,90.0,90.0,120.0,0.45113,0.93412,0.06724,58.71733,0.80422,0.0,0.70237,Glu,0.2,578769-mythen_summed_a_phase_out.txt,578769-mythen_summed_b_phase_out.txt,578769-mythen_summed_amor_phase_out.txt,578769-mythen_summed_ycalc.txt,578769-mythen_summed_yobs.txt,Both,-0.4834645994786412,-1.1975705037925874,-0.5350859047578259,0.05882240655394664,-1.21834692748618,-0.6207457847237419,0.4033516757847612,6.881834964347205,1.6267240193538681,-0.13820840926086758,-0.568810934106625,-0.567310806721881,0.3109153558096317,1.0302643769272992,0.5399810386915774,-0.21151407245240228,-1.3377010066304225,-0.5128099343069521,0.21151407245240175,1.337701006630423,0.5128099343069518
578770-mythen_summed.xye,6.43201,7.5291,0.88805,59.90132,4.99407,1e-05,4.99407,1e-05,17.09526,6e-05,90.0,90.0,120.0,0.12494,0.03983,0.00722,75.70279,1.00075,0.90772,1.22541,4.12745,0.00014,4.12745,0.00014,8.47551,0.00061,90.0,90.0,120.0,0.60532,0.78332,0.02064,24.29721,0.47008,0.0,0.21097,Glu,0.25,578770-mythen_summed_a_phase_out.txt,578770-mythen_summed_b_phase_out.txt,578770-mythen_summed_amor_phase_out.txt,578770-mythen_summed_ycalc.txt,578770-mythen_summed_yobs.txt,Both,0.6663964423648316,-0.10233054168622947,0.14882346542418928,0.21008002340494963,-1.0971109310163352,-0.5056209580646774,0.8437328720708207,8.463339780792671,2.2390661940219077,0.28116837818347096,-0.0735460142406235,-0.08350066037438642,0.6861580266144011,1.4772621982623255,0.8712902617278294,1.141286704040134,-0.002631452461324023,0.5972994523827413,-1.1412867040401349,0.002631452461324161,-0.5972994523827417
578771-mythen_summed.xye,6.4373,7.91823,0.87977,56.41244,4.99336,1e-05,4.99336,1e-05,17.09804,4e-05,90.0,90.0,120.0,0.0913,0.03074,0.01083,89.48547,1.09943,0.99985,1.38268,4.12702,0.00025,4.12702,0.00025,8.474,0.00108,90.0,90.0,120.0,0.37593,0.91045,0.01135,10.51453,0.59729,0.0,0.0,Glu,0.3,578771-mythen_summed_a_phase_out.txt,578771-mythen_summed_b_phase_out.txt,578771-mythen_summed_amor_phase_out.txt,578771-mythen_summed_ycalc.txt,578771-mythen_summed_yobs.txt,Both,-0.36218298353673944,-1.0820500473073,-0.4629505505236278,-0.2568456633954648,-1.4713611809880573,-0.8610062925335766,1.0181288443892984,9.089633710952226,2.481560673448945,-0.02974889526677497,-0.4407251789690229,-0.4421874930114753,0.1756927717362305,0.8691840809511773,0.4205903276878666,1.6829820905218829,0.5319639075448402,1.0418151147842762,-1.6829820905218833,-0.5319639075448396,-1.0418151147842762
578772-mythen_summed.xye,2.51265,2.67616,0.98199,59.28205,4.9936,2e-05,4.9936,2e-05,17.0997,0.00011,90.0,90.0,120.0,0.09158,0.07416,0.00075,27.11497,1.34899,0.84432,1.3188,4.12626,7e-05,4.12626,7e-05,8.47535,0.00029,90.0,90.0,120.0,0.62918,0.94534,0.01794,72.88503,0.7789,0.21073,0.58965,Glu,0.35,578772-mythen_summed_a_phase_out.txt,578772-mythen_summed_b_phase_out.txt,578772-mythen_summed_amor_phase_out.txt,578772-mythen_summed_ycalc.txt,578772-mythen_summed_yobs.txt,Both,0.48382542212966567,-0.27622901289932944,0.04023466476151111,-0.09901162842075906,-1.3448540542371186,-0.7408760386286593,1.1222645688670347,9.463607784356121,2.626359535264806,-0.5792770995045384,-1.0896930050007536,-1.0761456158120493,0.6320689929851607,1.4128300798720197,0.8235339773264511,-0.768341752341761,-1.8872303203748704,-0.9697431686420903,0.7683417523417606,1.887230320374871,0.96974316864209
578773-mythen_summed.xye,2.05145,2.14081,0.99091,58.52308,4.99255,1e-05,4.99255,1e-05,17.10218,6e-05,90.0,90.0,120.0,0.0001,0.05957,0.00097,64.49021,1.4543,1.35023,1.57545,4.12558,0.00017,4.12558,0.00017,8.47532,0.00072,90.0,90.0,120.0,0.34639,1.07903,0.00478,35.50979,0.68625,0.00385,0.10848,Glu,0.4,578773-mythen_summed_a_phase_out.txt,578773-mythen_summed_b_phase_out.txt,578773-mythen_summed_amor_phase_out.txt,578773-mythen_summed_ycalc.txt,578773-mythen_summed_yobs.txt,Both,0.2600685354277691,-0.489356925920477,-0.09285048717375557,-0.7895355314358266,-1.898322733773061,-1.2664458994632286,1.2778408319425643,10.022316038599367,2.8426855456889992,-1.0709602296122476,-1.6703484282925816,-1.6433713046338885,0.6219272991794154,1.4007490576735244,0.8145796740009608,0.7006029722435955,-0.43753912221045155,0.235674033673884,-0.7006029722435958,0.43753912221045227,-0.23567403367388398
578774-mythen_summed.xye,2.54397,2.72186,0.98015,56.12889,4.99229,1e-05,4.99229,1e-05,17.08359,7e-05,90.0,90.0,120.0,0.10237,0.04075,0.00108,39.06162,1.23075,1.13478,1.36815,4.126,7e-05,4.126,7e-05,8.47434,0.00031,90.0,90.0,120.0,0.52592,0.88596,0.01498,60.93838,0.79589,0.0008,0.61543,Glu,0.45,578774-mythen_summed_a_phase_out.txt,578774-mythen_summed_b_phase_out.txt,578774-mythen_summed_amor_phase_out.txt,578774-mythen_summed_ycalc.txt,578774-mythen_summed_yobs.txt,Both,-0.4457782049872876,-1.1616743008840502,-0.5126709542698163,-0.9605224026585217,-2.035372121086656,-1.3965870078602964,0.11164618251850572,5.834256987642419,1.2211127498090097,-0.7672735904280177,-1.3117083139063856,-1.2930260262438638,0.29063196819874165,1.006102332531024,0.5220724320411269,-0.29880714884576626,-1.4238499286355546,-0.5844427018076799,0.29880714884576576,1.4238499286355548,0.5844427018076795
578775-mythen_summed.xye,2.75737,2.87609,0.99346,71.35588,4.99271,5e-05,4.99271,5e-05,17.09546,0.00024,90.0,90.0,120.0,0.0001,0.15062,0.00042,22.8921,1.30921,0.76717,0.97544,4.12563,0.0001,4.12563,0.0001,8.47648,0.00042,90.0,90.0,120.0,0.62431,0.97378,0.0127,77.1079,0.61897,0.11954,0.4995,Glu,0.5,578775-mythen_summed_a_phase_out.txt,578775-mythen_summed_b_phase_out.txt,578775-mythen_summed_amor_phase_out.txt,578775-mythen_summed_ycalc.txt,578775-mythen_summed_yobs.txt,Both,4.043389846768278,3.1142478044612116,2.157376976039408,-0.6843128414524947,-1.813984649272279,-1.1863590635264687,0.8562793448994529,8.50839689807021,2.256511840023804,-1.0348070582808835,-1.6276531765800477,-1.6016635333970868,1.01407279299336,1.8678819160055657,1.1608127359126765,-0.9343115925116106,-2.0510247861760957,-1.1059381506982338,0.9343115925116101,2.051024786176096,1.1059381506982335
578958-mythen_summed.xye,3.86492,4.3803,0.94034,59.48972,4.99929,1e-05,4.99929,1e-05,17.05095,5e-05,90.0,90.0,120.0,0.16992,0.03068,0.00469,67.98029,1.27106,1.11447,1.29115,4.12701,9e-05,4.12701,9e-05,8.47329,0.00041,90.0,90.0,120.0,0.57867,0.85573,0.0197,32.01971,0.81294,0.0,0.82742,Glu,0.0,578958-mythen_summed_a_phase_out.txt,578958-mythen_summed_b_phase_out.txt,578958-mythen_summed_amor_phase_out.txt,578958-mythen_summed_ycalc.txt,578958-mythen_summed_yobs.txt,Both,0.5450499667906972,-0.21791277682003526,0.07664953425885217,3.642970284108011,1.654419075819158,2.107212064369721,-1.9359381831190812,-1.5190645520692556,-1.6260166777071225,-0.036979529532790927,-0.44926422931122634,-0.4505290472585393,-0.06432731499453713,0.5832665555929885,0.20867181565585569,0.8377722480631179,-0.30216773043103656,0.348235249854942,-0.8377722480631186,0.30216773043103695,-0.3482352498549422
578959-mythen_summed.xye,5.63976,6.74852,0.90522,55.75392,4.99651,4e-05,4.99651,4e-05,17.06271,0.00018,90.0,90.0,120.0,0.15544,0.0523,0.00152,14.6176,1.357,0.57231,1.12921,4.12771,6e-05,4.12771,6e-05,8.47207,0.00025,90.0,90.0,120.0,0.62265,0.93372,0.07899,85.3824,0.88015,3e-05,0.93422,Glu,0.1,578959-mythen_summed_a_phase_out.txt,578959-mythen_summed_b_phase_out.txt,578959-mythen_summed_amor_phase_out.txt,578959-mythen_summed_ycalc.txt,578959-mythen_summed_yobs.txt,Both,-0.5563255517949478,-1.2669703910398395,-0.5784218264006868,1.8147260456491539,0.18904485761930137,0.7157032899696869,-1.1982055807938594,1.1302939438559683,-0.6002126927933404,0.4691648691075924,0.14846929466576694,0.1333797500581688,-0.4767561964193717,0.09197165286467188,-0.1554698529063107,-1.2595210928006126,-2.3719717505089397,-1.3728053237401603,1.2595210928006126,2.37197175050894,1.3728053237401598
578960-mythen_summed.xye,5.25526,6.3003,0.91411,56.18629,4.99454,2e-05,4.99454,2e-05,17.07689,0.00011,90.0,90.0,120.0,0.13544,0.05544,0.00258,25.79051,1.24056,0.8309,1.21865,4.12732,6e-05,4.12732,6e-05,8.47219,0.00026,90.0,90.0,120.0,0.60527,0.95171,0.06604,74.20949,0.74321,0.0,0.75137,Glu,0.2,578960-mythen_summed_a_phase_out.txt,578960-mythen_summed_b_phase_out.txt,578960-mythen_summed_amor_phase_out.txt,578960-mythen_summed_ycalc.txt,578960-mythen_summed_yobs.txt,Both,-0.42885573730518006,-1.1455556898619885,-0.5026058822365549,0.5191716752306583,-0.8493678077955517,-0.2703658775006956,-0.3086606572417869,4.324843558840857,0.636683608743942,0.1871701327220525,-0.1845536686930603,-0.19194086558992313,-0.4361894211975915,0.14029574165722233,-0.11965263960540955,-0.8203964958009153,-1.9386027799047851,-1.0124593322782145,0.820396495800915,1.9386027799047858,1.0124593322782143
578961-mythen_summed.xye,5.66445,6.82613,0.90332,54.72669,4.99368,4e-05,4.99368,4e-05,17.08923,0.00017,90.0,90.0,120.0,0.12044,0.02901,0.00125,11.91381,1.41798,0.52292,1.24267,4.1264,6e-05,4.1264,6e-05,8.47433,0.00025,90.0,90.0,120.0,0.59203,0.96311,0.08225,88.08619,0.83879,0.0,0.83388,Glu,0.25,578961-mythen_summed_a_phase_out.txt,578961-mythen_summed_b_phase_out.txt,578961-mythen_summed_amor_phase_out.txt,578961-mythen_summed_ycalc.txt,578961-mythen_summed_yobs.txt,Both,-0.859169915507335,-1.5554289415658349,-0.7585462853680568,-0.04640028342880109,-1.3026850119864937,-0.700832620660057,0.4654567162867357,7.1048676948719045,1.7130799670635946,-0.4780482197764618,-0.970146300205355,-0.9593638563487077,0.2872514035970267,1.002075325131764,0.5190876642661402,-1.3657871142866727,-2.4768449383382345,-1.4600073049836226,1.3657871142866724,2.476844938338235,1.4600073049836222
578962-mythen_summed.xye,6.26299,7.73703,0.90187,57.33449,4.99341,2e-05,4.99341,2e-05,17.09047,0.00011,90.0,90.0,120.0,0.1166,0.04205,0.00293,24.92181,1.2271,0.88602,1.30054,4.12557,7e-05,4.12557,7e-05,8.47495,0.00032,90.0,90.0,120.0,0.39462,1.20146,0.07873,75.07819,0.50531,0.0,0.44494,Glu,0.3,578962-mythen_summed_a_phase_out.txt,578962-mythen_summed_b_phase_out.txt,578962-mythen_summed_amor_phase_out.txt,578962-mythen_summed_ycalc.txt,578962-mythen_summed_yobs.txt,Both,-0.0903474203610071,-0.8231273070130183,-0.30126937163393025,-0.22396357277578308,-1.4450055295816508,-0.8359791563034226,0.543244847824389,7.384221821993127,1.821242972275536,-1.0781908638789057,-1.6788874786355434,-1.6517128588816934,0.49684640891115894,1.2517497838951823,0.70414326632221,-0.8545386787607384,-1.97229745969401,-1.04047643460724,0.8545386787607383,1.9722974596940108,1.04047643460724
578963-mythen_summed.xye,6.91916,8.66662,0.87343,56.50068,4.99278,3e-05,4.99278,3e-05,17.09274,0.00014,90.0,90.0,120.0,0.10516,0.054,0.00259,19.46103,1.19745,0.66887,1.20529,4.12619,7e-05,4.12619,7e-05,8.47446,0.00029,90.0,90.0,120.0,0.44603,1.07916,0.09561,80.53897,0.63521,1e-05,0.62969,Glu,0.35,578963-mythen_summed_a_phase_out.txt,578963-mythen_summed_b_phase_out.txt,578963-mythen_summed_amor_phase_out.txt,578963-mythen_summed_ycalc.txt,578963-mythen_summed_yobs.txt,Both,-0.3361683746818746,-1.0572711930113627,-0.44747769414357486,-0.6382779145848236,-1.7770867373032162,-1.151321072804164,0.685647314429654,7.895620103094237,2.0192510543974596,-0.6298915393685768,-1.149466357398453,-1.1345364955437203,0.3311987434211223,1.05442642132429,0.5578896453425582,-1.0691616209310422,-2.1841073290383215,-1.216596190629222,1.069161620931042,2.1841073290383224,1.216596190629222
578964-mythen_summed.xye,6.48249,7.92972,0.90053,56.08162,4.99329,4e-05,4.99329,4e-05,17.08175,0.00018,90.0,90.0,120.0,0.0001,0.09862,0.00176,15.66443,1.31252,0.45925,1.07735,4.12798,6e-05,4.12798,6e-05,8.47117,0.00024,90.0,90.0,120.0,0.45313,0.89439,0.08428,84.33557,0.66806,0.0,0.6527,Glu,0.4,578964-mythen_summed_a_phase_out.txt,578964-mythen_summed_b_phase_out.txt,578964-mythen_summed_amor_phase_out.txt,578964-mythen_summed_ycalc.txt,578964-mythen_summed_yobs.txt,Both,-0.4597141814216633,-1.1749482859539597,-0.5209597339738623,-0.3028805902631359,-1.5082590929571202,-0.8960442832558813,-0.0037813675052669926,5.419731508687779,1.06061280659107,0.6643919942970875,0.3790236539136024,0.35860171473704716,-0.781007010585125,-0.27045901308231796,-0.4240989526651903,-1.2183779347623584,-2.3313678577453225,-1.3390432157269294,1.2183779347623582,2.331367857745323,1.339043215726929
579131-mythen_summed.xye,4.45319,5.16858,0.92599,56.16686,4.99666,1e-05,4.99666,1e-05,17.05588,6e-05,90.0,90.0,120.0,0.15907,0.01691,0.00359,42.11359,1.20524,1.03648,1.32953,4.12872,4e-05,4.12872,4e-05,8.46956,0.00019,90.0,90.0,120.0,0.2625,0.71713,0.04398,57.88641,1.24522,0.10745,1.18229,Glu,0.0,579131-mythen_summed_a_phase_out.txt,579131-mythen_summed_b_phase_out.txt,579131-mythen_summed_amor_phase_out.txt,579131-mythen_summed_ycalc.txt,579131-mythen_summed_yobs.txt,Both,-0.4345840220972243,-1.15101186777416,-0.5060129266547825,1.913372317508783,0.26811181183898924,0.7907846986605936,-1.626667627892696,-0.4084066111757549,-1.1959815037595478,1.1994589300028191,1.0109133792609262,0.9758767290434931,-1.3252779114822464,-0.918807204388212,-0.9046465644566111,-0.17885674234422205,-1.3054717176578627,-0.48601130340188264,0.1788567423442215,1.3054717176578632,0.4860113034018823
579132-mythen_summed.xye,6.58593,8.15609,0.8438,58.76551,4.99601,1e-05,4.99601,1e-05,17.05674,4e-05,90.0,90.0,120.0,0.1343,0.01797,0.01066,76.0108,1.04383,1.02595,1.34393,4.12846,9e-05,4.12846,9e-05,8.46956,0.0004,90.0,90.0,120.0,0.21146,0.75208,0.02994,23.9892,1.15169,0.0,1.08451,Glu,0.1,579132-mythen_summed_a_phase_out.txt,579132-mythen_summed_b_phase_out.txt,579132-mythen_summed_amor_phase_out.txt,579132-mythen_summed_ycalc.txt,579132-mythen_summed_yobs.txt,Both,0.33154090198130964,-0.42127966337555867,-0.050340462556620995,1.4859051394517528,-0.07451165644523242,0.46543192766770153,-1.5727177947292657,-0.21466100688121606,-1.1209652259509608,1.0114624390786977,0.7888980703545359,0.758996318610938,-1.3252779114822464,-0.918807204388212,-0.9046465644566111,1.1533923029505235,0.009315477804451857,0.6072333164190754,-1.1533923029505242,-0.009315477804451305,-0.6072333164190754
579133-mythen_summed.xye,4.50128,5.11007,0.9156,58.88644,4.99794,2e-05,4.99794,2e-05,17.05724,9e-05,90.0,90.0,120.0,0.19979,0.03609,0.00301,38.72039,1.11597,1.0636,1.13941,4.12915,5e-05,4.12915,5e-05,8.47007,0.0002,90.0,90.0,120.0,0.43837,0.6884,0.04245,61.27961,1.11835,0.0218,1.13868,Glu,0.2,579133-mythen_summed_a_phase_out.txt,579133-mythen_summed_b_phase_out.txt,579133-mythen_summed_amor_phase_out.txt,579133-mythen_summed_ycalc.txt,579133-mythen_summed_yobs.txt,Both,0.36719306255269024,-0.3873210635341318,-0.029135424908845697,2.7551538373742694,0.9428164878443082,1.431479386153783,-1.5413516126576852,-0.10201821368736823,-1.0773511109462206,1.510376203453065,1.3780925439893257,1.334563561680582,-1.1528691167881795,-0.7134298270180841,-0.7524234079264556,-0.31221838067652524,-1.4370853788306472,-0.5954479692506789,0.31221838067652474,1.4370853788306475,0.5954479692506786
579134-mythen_summed.xye,7.38835,8.48818,0.91679,54.09265,4.99272,2e-05,4.99272,2e-05,17.06597,8e-05,90.0,90.0,120.0,0.13169,0.01112,0.00444,57.53702,1.04658,1.23,1.35082,4.12939,6e-05,4.12939,6e-05,8.46653,0.00028,90.0,90.0,120.0,0.12198,0.49196,0.02914,42.46298,1.72032,6e-05,1.47079,Glu,0.25,579134-mythen_summed_a_phase_out.txt,579134-mythen_summed_b_phase_out.txt,579134-mythen_summed_amor_phase_out.txt,579134-mythen_summed_ycalc.txt,579134-mythen_summed_yobs.txt,Both,-1.0460953755972866,-1.7334750065907087,-0.8697250009075861,-0.6777364233282079,-1.8087135189907169,-1.1813536362801713,-0.9936980736866198,1.864724955481777,-0.31584866296169073,1.68391142584387,1.5830297522097925,1.5347608636175274,-2.3495889858403025,-2.138990446409768,-1.8090312003115234,0.42732441217174943,-0.707235807560562,0.011421431229821694,-0.42732441217175005,0.7072358075605625,-0.011421431229821921
579135-mythen_summed.xye,5.53552,6.50616,0.8788,56.71922,4.99638,2e-05,4.99638,2e-05,17.05806,0.00011,90.0,90.0,120.0,0.19805,0.0277,0.00279,26.59691,1.17321,0.71613,1.07965,4.12869,5e-05,4.12869,5e-05,8.47025,0.0002,90.0,90.0,120.0,0.48121,0.69712,0.06846,73.40309,1.16312,0.0201,1.18336,Glu,0.3,579135-mythen_summed_a_phase_out.txt,579135-mythen_summed_b_phase_out.txt,579135-mythen_summed_amor_phase_out.txt,579135-mythen_summed_ycalc.txt,579135-mythen_summed_yobs.txt,Both,-0.27173917455560875,-0.9959025300712714,-0.4091567735486463,1.7292326100380981,0.12052016396273796,0.6506327357713751,-1.489911074060115,0.08271596715118253,-1.0058239623381988,1.1777670272034868,0.9852962282327992,0.9508520663008193,-1.0920189539549088,-0.6409436938285431,-0.6986975879745736,-0.7887028658494921,-1.9073245598264714,-0.9864515144836637,0.7887028658494919,1.9073245598264723,0.9864515144836636
579136-mythen_summed.xye,5.39422,6.08435,0.90482,59.24581,4.99542,2e-05,4.99542,2e-05,17.06105,8e-05,90.0,90.0,120.0,0.18515,0.00914,0.0034,42.16339,1.1075,0.90341,1.2746,4.12954,4e-05,4.12954,4e-05,8.46931,0.00018,90.0,90.0,120.0,0.17675,0.56421,0.04154,57.83661,1.43476,0.33403,1.43607,Glu,0.35,579136-mythen_summed_a_phase_out.txt,579136-mythen_summed_b_phase_out.txt,579136-mythen_summed_amor_phase_out.txt,579136-mythen_summed_ycalc.txt,579136-mythen_summed_yobs.txt,Both,0.4731412718021473,-0.28640564118224743,0.03387999210497133,1.0978964701386913,-0.3855083430414853,0.17011172015126097,-1.3023413052715955,0.7563198704520734,-0.7450115546092018,1.792370939838605,1.711115507348153,1.6598841773286739,-1.4097920265281223,-1.019482389373288,-0.9792657588339303,-0.17689947204216253,-1.3035401013881456,-0.48440516584462995,0.17689947204216197,1.3035401013881458,0.48440516584462967
579137-mythen_summed.xye,5.94667,7.31561,0.87388,55.17047,4.99566,1e-05,4.99566,1e-05,17.05608,6e-05,90.0,90.0,120.0,0.1304,0.01595,0.00531,41.61307,1.00188,1.05564,1.22949,4.12827,5e-05,4.12827,5e-05,8.46927,0.0002,90.0,90.0,120.0,0.32193,0.6808,0.06637,58.38693,1.27258,0.00899,1.2082,Glu,0.4,579137-mythen_summed_a_phase_out.txt,579137-mythen_summed_b_phase_out.txt,579137-mythen_summed_amor_phase_out.txt,579137-mythen_summed_ycalc.txt,579137-mythen_summed_yobs.txt,Both,-0.7283362446368542,-1.43081017502628,-0.680729601275361,1.2557305051133971,-0.2590012162905465,0.2902419740561784,-1.614121155063841,-0.36334949389741533,-1.1785358577573417,0.8740803880192568,0.6266561138466031,0.6005067879107944,-1.4233142849355824,-1.0355904189710434,-0.9912048299344075,-0.1985284879584165,-1.3248856247927803,-0.5021539534050182,0.19852848795841596,1.3248856247927805,0.5021539534050179
579138-mythen_summed.xye,5.92706,6.88751,0.89015,54.90977,4.99629,3e-05,4.99629,3e-05,17.05944,0.00015,90.0,90.0,120.0,0.20009,0.01387,0.00177,18.1286,1.09416,0.76394,0.93792,4.12961,3e-05,4.12961,3e-05,8.469,0.00014,90.0,90.0,120.0,0.2447,0.5384,0.07128,81.8714,1.44991,0.12911,1.37153,Glu,0.45,579138-mythen_summed_a_phase_out.txt,579138-mythen_summed_b_phase_out.txt,579138-mythen_summed_amor_phase_out.txt,579138-mythen_summed_ycalc.txt,579138-mythen_summed_yobs.txt,Both,-0.8051949088306756,-1.5040178735184646,-0.7264432646738143,1.6700448469224376,0.07307999143101887,0.60558389055692,-1.403340411542508,0.39361007636636264,-0.885449004925054,1.842985379702001,1.7708888597450938,1.718275057059604,-1.5145895291854885,-1.144319618755355,-1.0717935598622303,-1.121529606243759,-2.2357889247463416,-1.2595694007780232,1.1215296062437583,2.235788924746342,1.2595694007780225
